"MeterID","Sleeping.Hours.Consumption.x","Working.Hours.Consumption.x","Evening.Hours.Consumption.x","Average_Consumption","Average_consumption_by_year","total_number_of_people","total_usage_purpose","total_heavy_devices","total_light_devices","total_heavy_device_usage","total_light_device_usage","income_category","emp_status","education"
3917,0.294247663551402,0.598688785046729,1.02391438916141,0.638980258546842,1827.1455,4,1,9,7,15,11,-1,1,5
3920,0.102227845149254,0.313159981343284,0.199563418046165,0.20498332685581,560.288916666667,1,0,3,1,3,4,7,6,2
3921,0.302204990671642,0.575590718283582,0.62589974352996,0.501241507967353,1391.44616666667,4,0,6,4,16,7,3,1,4
3922,0.350837336753731,0.682258978544776,0.661183958964794,0.564767586474932,1567.11475,1,1,6,1,8,4,-1,6,5
3924,0.128765858208955,0.43405958488806,0.265469689904407,0.276097551496308,778.655333333333,2,2,5,3,9,5,-1,6,4
3927,0.173580223880597,0.516810867537313,0.689858242014456,0.460100971628449,1308.83041666667,3,2,8,3,15,4,7,1,3
3931,0.357090485074627,0.523319146455224,0.476597924924225,0.45233773804897,1290.06141666667,3,1,7,4,9,6,7,1,4
3932,0.087198927238806,0.171290694962687,0.216263930986244,0.158255693742713,455.386666666667,2,1,4,2,6,5,7,6,2
3934,0.552475279850746,0.504141907649254,0.596567148519468,0.551064982510688,1573.556,2,1,8,3,20,6,-1,3,5
3937,0.270973481308411,0.743080957943925,0.629823872926886,0.547965812631415,1529.465,3,1,2,3,5,8,-1,4,2
3938,0.404206623134328,0.59777880130597,0.516476567964561,0.506154799844539,1431.98158333333,4,3,6,3,10,6,3,3,4
3939,0.315604391163793,0.644806842672414,1.03350431034483,0.664638514727012,1689.29833333333,3,3,6,6,12,6,-1,1,4
3940,0.344589085820896,0.479628031716418,0.54492014455584,0.456385969685192,1317.38875,2,3,7,5,14,10,-1,6,5
3941,0.266945195895522,0.461943446828358,0.460579505712287,0.396494364554994,1129.13666666667,3,1,6,4,12,6,5,1,5
3942,0.515548041044776,0.598704407649254,0.841005712287246,0.65176743101438,1867.69816666667,2,2,6,4,13,5,-1,1,5
3943,0.151655666977612,0.276116487873134,0.302679179295873,0.243488379323747,690.139916666667,1,1,5,4,6,10,5,1,5
3944,0.291716428571429,0.500277380952381,0.637108188526541,0.476380088881835,1311.084,6,2,7,4,12,9,5,1,3
3945,0.358589785447761,0.413122201492537,0.265746211238051,0.345813175281772,990.30725,1,2,5,1,7,3,7,6,4
3948,0.256671758395522,0.570164762126866,0.490666006062019,0.439171511853867,1264.12675,4,2,6,6,14,6,-1,1,-1
3952,0.426043610074627,0.598577075559702,0.811328981114479,0.611998717450447,1744.51408333333,2,1,7,3,13,5,7,4,4
3953,0.14422546728972,0.189595093457944,0.38387724830647,0.239243867300055,669.897,1,2,5,3,8,4,4,1,5
3955,0.199919943820225,0.686525866104869,0.619784343552539,0.502085901537021,1397.70041666667,2,1,7,5,14,10,7,6,4
3957,0.126157532649254,0.348509678171642,0.57167090230823,0.348796696463272,999.031083333333,2,1,5,5,4,7,2,1,4
3959,0.132973997201493,0.165380130597015,0.276392166006062,0.19158869024485,516.30775,3,0,4,3,6,4,7,1,4
3960,0.289874300373134,0.552215368470149,0.700043599906738,0.514058880684026,1482.87491666667,4,1,6,8,11,8,5,1,4
3961,0.70490088619403,0.753505480410448,1.48942504080205,0.982649863972017,2726.663,4,1,9,5,17,5,7,1,5
3962,0.241032476635514,0.34052453271028,0.452346647979444,0.344642940580952,972.753083333333,2,1,7,2,10,4,2,1,4
3963,0.259839018691589,0.712475,0.554351319785097,0.508891986605405,1553.64841666667,4,1,6,9,14,11,3,4,5
3964,0.273407999067164,0.785592700559702,0.671767195150385,0.576930003886514,1644.90208333333,4,0,7,2,16,4,7,3,2
3965,0.180935284514925,0.416589319029851,0.396762182326883,0.331434006995725,938.851166666667,1,2,5,1,8,2,-1,6,3
3967,0.495118236940298,0.987641557835821,1.14214653765446,0.874989545277886,2464.1125,6,1,7,8,16,9,4,2,4
3970,0.709390858208955,0.926923157649254,1.08570610865004,0.907353905946366,2609.72891666667,3,3,9,7,16,12,-1,1,5
3971,0.151173624067164,0.251457089552239,0.49625856843087,0.299645044694909,846.0455,2,2,6,3,6,5,-1,1,4
3973,0.51220359141791,1.08005585354478,0.9179937048263,0.836757364943645,2409.89116666667,3,2,6,3,12,6,-1,4,4
3974,0.400501865671642,0.423494986007463,0.434570296106318,0.419523552273611,1243.52716666667,2,1,7,6,11,6,-1,1,4
3976,0.454954874067164,0.505219099813433,0.503541501515505,0.487906373882627,1357.163,1,2,8,3,8,3,7,6,3
3979,0.207644939365672,0.51303416511194,0.431020167871299,0.383903420132141,1099.57025,3,1,3,3,9,9,-1,1,2
3981,0.351973064365672,0.417023554104478,0.507302401492189,0.425439370384765,1191.20741666667,1,0,4,3,5,5,7,6,3
3982,0.750827775186567,1.37831016791045,0.480560620191187,0.869869257675865,2475.53858333333,2,2,8,3,21,7,7,6,3
3983,0.179996268656716,0.420114622201493,0.345629750524598,0.31524924212981,893.812166666667,2,2,7,2,17,6,4,1,3
3984,0.451223899812734,0.731040028089888,0.6430429440674,0.608438324100804,1710.97041666667,2,1,5,3,9,7,4,1,3
3985,0.166342234141791,0.932769123134328,0.574963861039869,0.558026389428682,1552.18708333333,8,1,7,5,14,11,7,4,5
3986,0.427442630597015,0.520446478544776,0.680171252040103,0.542697473766032,1486.43375,1,1,6,6,9,6,3,6,5
3988,0.390834462616822,0.956850817757009,1.0853405746321,0.811029982088622,2327.58766666667,5,2,9,6,17,7,-1,2,5
3991,0.359310397196262,0.768598481308411,0.879943938332165,0.669300677517327,1923.44241666667,5,2,8,6,18,8,7,1,3
3992,0.242605760261194,0.419420592350746,0.405873863371415,0.355970617955694,1023.61225,2,3,7,2,12,5,4,6,5
3996,0.806787546641791,1.1909130130597,1.10254966192586,1.03342211426351,2902.85783333333,4,3,6,4,11,7,3,2,5
3997,0.217983092350746,0.340367537313433,0.385356143623222,0.314574426739215,860.861333333333,2,2,4,4,6,6,5,1,5
4000,0.401226752336449,0.940426518691589,0.594829362298528,0.645490265555642,1809.23516666667,5,1,9,7,12,7,4,1,3
4001,0.327564372659176,0.745392088014981,0.784663819330681,0.619219669189358,1743.55525,3,2,8,7,14,8,4,1,4
4004,0.224874883395522,0.311553638059701,0.296886686873397,0.277773221919938,777.597166666667,2,1,4,2,7,3,7,6,3
4005,0.449933885261194,0.92400291511194,0.776751340638844,0.716900699572483,2014.76808333333,3,2,7,3,9,7,7,6,3
4007,0.417349554409006,0.799453212945591,0.664413716295428,0.627075080121942,1677.14916666667,2,0,6,1,10,2,-1,3,2
4009,0.237496028037383,0.578727336448598,0.663797360429806,0.493353516081302,1334.32183333333,3,0,5,5,11,11,7,1,3
4010,0.371248948598131,0.712926635514019,0.603725181032469,0.562636788412117,1597.95425,4,3,7,2,17,4,-1,1,3
4012,0.253083722014925,0.528338152985075,0.901371298671019,0.560957520404197,1592.33541666667,4,2,6,3,11,7,5,1,5
4013,0.242203708022388,0.506699976679104,0.63019748193052,0.459713641663428,1344.6445,3,1,8,7,16,7,7,6,5
4014,0.353876982276119,0.504164995335821,0.916114129167638,0.591410610182666,1658.99508333333,5,2,7,2,14,5,-1,1,-1
4016,0.37803171641791,0.873077541977612,0.831657962228958,0.694266420520793,1992.80891666667,4,1,5,9,10,14,4,6,5
4019,0.153619402985075,0.164510611007463,0.240166472371182,0.186103031480762,508.679416666667,1,2,5,1,9,2,4,1,5
4020,0.421045677570093,0.746388901869159,0.715462508759636,0.627639202554318,1858.40516666667,3,2,8,4,11,5,5,1,4
4021,0.511162430037313,0.879558069029851,1.10866110981581,0.833148620287602,2280.81758333333,2,1,3,3,3,5,-1,6,-1
4022,0.369496385261194,0.73845802238806,0.696113662858475,0.601363389040031,1782.57958333333,4,2,7,9,14,7,4,4,5
4023,0.183129081156716,0.519697411380597,0.565891349965027,0.422917061795569,1191.25183333333,4,1,5,2,9,6,6,4,3
4024,0.42940333488806,1.35209421641791,0.992629750524598,0.924714380101049,2590.47941666667,5,2,9,5,15,9,5,1,5
4025,0.213645289179104,0.531953358208955,0.703233038004197,0.482961018266615,1307.456,3,1,4,2,7,6,-1,4,3
4026,0.361226329291045,0.792186450559701,0.737768360923292,0.630402059852312,1822.71683333333,2,2,6,3,15,5,4,6,5
4027,0.280261427238806,0.724784281716418,0.554000349731872,0.519684687135639,1457.3415,2,3,8,4,9,7,3,6,5
4030,0.290022546728972,0.580076285046729,0.625259168418594,0.498462541858111,1380.40516666667,2,1,6,4,10,8,4,1,5
4031,0.305928871268657,0.986035564365672,0.934629400792726,0.742212903225806,2130.67441666667,5,1,8,4,13,9,4,1,5
4032,0.2792265625,0.226045242537313,0.324922709256237,0.27673525068014,794.82675,2,1,3,3,7,6,-1,1,-1
4034,0.757613689365672,1.31007276119403,1.16489881091163,1.077535211815,3175.3985,6,1,6,6,13,13,4,3,3
4035,0.334181086753731,0.561044542910448,0.874900909302868,0.590064321803342,1640.47125,4,2,5,1,7,3,5,1,5
4037,0.290321361940299,0.538259211753731,0.616911517836325,0.48184119704625,1385.80841666667,4,2,7,6,9,8,4,1,5
4038,0.180478078358209,0.213347131529851,0.478480181860574,0.290783054799845,691.040833333333,1,2,5,2,9,5,2,6,5
4039,0.317097364738806,0.580892374067164,1.07504814642108,0.657711737271667,1899.65308333333,4,2,5,6,9,13,4,1,3
4040,0.614166277985075,0.936542210820896,1.26830298437864,0.939696035755927,2592.57766666667,4,1,7,4,12,5,4,2,4
4041,0.603839085820896,0.852342583955224,0.729375728608067,0.728519199378158,2032.55583333333,4,2,8,3,19,5,1,6,3
4045,0.195052705223881,0.525446828358209,0.607554325017487,0.442697434900894,1254.92575,2,2,8,2,12,8,1,6,3
4048,0.823972196261682,1.41724252336449,1.21415171688858,1.15179366871739,3219.85758333333,3,2,6,4,6,7,-1,2,5
4050,0.403681086753731,0.907137476679104,1.16984809979016,0.826915546055188,2338.72116666667,4,2,8,5,12,7,5,1,5
4051,0.374436333955224,0.667788945895522,0.585986477034274,0.54274061406918,1531.92866666667,2,2,6,3,13,12,3,6,4
4053,0.341332905783582,0.878071361940299,0.793863021683376,0.671098639720171,1912.40566666667,5,1,8,3,16,7,-1,1,-1
4054,0.197257607677903,0.373227059925094,0.322561900304236,0.297684130451744,847.873833333333,1,1,7,1,9,4,3,6,2
4055,0.116871735074627,0.188436217350746,0.201181044532525,0.16883218033424,515.658583333333,1,1,1,2,2,4,7,6,5
4056,0.194931786380597,0.768708372201493,0.818118325950105,0.593936921881073,1694.12808333333,3,2,6,3,13,7,5,1,5
4057,0.31688738317757,0.608308644859813,0.814536790469516,0.579929211120629,1635.63208333333,2,2,6,2,10,6,7,1,5
4058,0.237040771028037,0.599532242990654,0.78592046250876,0.540850245307998,1538.24208333333,3,1,6,4,10,10,4,1,5
4059,0.20029197761194,0.6102578125,0.60933387736069,0.473305130198212,1348.28341666667,3,1,6,5,13,6,4,1,3
4060,0.174881296641791,0.34810401119403,0.227401958498484,0.250127322191994,708.64925,2,0,5,2,5,4,-1,1,4
4061,0.242246612149533,0.71167546728972,1.10246461107218,0.685494704462269,1932.70975,6,1,11,5,16,14,4,1,5
4063,0.247585630841122,0.350806425233645,0.441409834150899,0.346608013394595,980.767416666667,1,2,6,1,14,4,7,6,2
4065,0.289251749067164,0.891529267723881,1.06482560037305,0.748560124368442,2102.19766666667,6,2,8,7,13,8,5,1,5
4068,0.158163317757009,0.209107827102804,0.149052557813595,0.172106105443501,481.159333333333,2,1,3,1,4,1,2,6,4
4070,0.284144706156716,0.776906949626866,0.667110048962462,0.576060979401477,1620.84758333333,3,1,8,5,13,10,3,3,3
4074,0.493678404850746,0.808046525186567,0.714481930519935,0.672072250291489,1890.77933333333,4,3,8,6,15,10,3,1,4
4075,0.155742757009346,0.165078621495327,0.225014015416959,0.181948485320458,488.961583333333,1,1,5,3,6,5,3,1,5
4076,0.228779967350746,0.434945429104478,0.383534390300769,0.34908927322192,968.993833333333,1,3,5,2,10,3,4,6,5
4077,0.14316359608209,0.22419577891791,0.331271974819305,0.232884764865915,657.679916666667,1,2,4,3,4,5,-1,6,5
4078,0.0889788945895522,0.15604442630597,0.271607017952903,0.172217839098329,491.3215,1,2,5,2,5,2,3,1,4
4079,0.508363222947761,0.689497901119403,1.00204138493821,0.733321725612126,2121.73425,3,2,7,11,13,11,3,1,5
4080,0.505961287313433,0.974777751865672,0.844964560503614,0.775239953361834,2167.77416666667,2,3,9,5,14,7,3,1,5
4081,0.451542793843284,0.961494986007463,0.954040452319888,0.789038904003109,2241.81941666667,4,2,8,4,13,6,4,1,5
4083,0.258745802238806,0.539560750932836,0.385966658894847,0.394757054022542,1135.5305,2,2,7,2,14,7,7,1,4
4086,0.376561217350746,0.754579757462687,0.775967474935882,0.635713719393704,1856.3475,3,1,10,5,13,9,-1,2,3
4087,0.240215368470149,0.292705107276119,0.434769176964327,0.322571939370385,923.273916666667,2,0,2,5,3,7,5,1,5
4088,0.15542677238806,0.372587336753731,0.25163173233854,0.259881305868636,699.478083333333,2,1,3,1,5,4,7,4,4
4090,0.425399020522388,0.404652285447761,0.446968524131499,0.425674931986009,1207.52633333333,1,0,4,2,9,3,1,6,5
4091,0.444397897196262,0.663242873831776,1.04269960289652,0.716805505801729,2098.81641666667,6,0,7,9,14,11,4,2,5
4092,0.188012826492537,0.328949860074627,0.440132315224994,0.319041080450836,911.7915,1,0,6,1,8,4,7,6,4
4094,0.650489155783582,0.537934118470149,0.554222196316158,0.580879751263117,1658.029,2,2,7,4,12,7,-1,1,3
4095,0.245003964552239,0.664107859141791,0.761257985544416,0.556805829770696,1556.55333333333,5,1,5,4,11,8,7,1,5
4097,0.194056086753731,0.667026702425373,0.563960247143856,0.47502125923047,1342.71316666667,3,3,7,6,13,8,7,6,2
4098,0.511015974813433,0.75868260261194,0.67936045698298,0.649688651379712,1879.231,2,3,7,4,11,9,-1,6,2
4099,0.345246268656716,0.720429804104478,0.889044532525064,0.651591993781578,1826.70633333333,3,2,5,4,7,8,3,6,5
4100,0.509029151119403,1.11433290578358,1.31506563301469,0.979501982122037,2731.32441666667,4,0,7,7,13,8,5,1,5
4101,0.198369859813084,0.242586565420561,0.463725064237328,0.301573125146017,889.13325,2,2,6,4,9,6,5,1,5
4102,0.320921758395522,0.57759421641791,0.596968057822336,0.498502331908278,1504.403,3,1,8,2,14,2,7,7,5
4104,0.226293574766355,0.635656308411215,0.549076384022425,0.470348220543571,1320.5635,2,2,6,4,7,7,-1,2,5
4106,0.126021378504673,0.282123014018692,0.247867320719458,0.218672844794019,608.8795,2,2,4,2,4,6,2,6,4
4108,0.477052382172131,0.5357578125,0.948376184379001,0.653753948604115,1831.70133333333,2,1,6,6,10,11,3,1,5
4109,0.30889307369403,0.949569846082089,0.452431335975752,0.570288923435678,1612.0705,4,2,9,3,14,7,-1,3,4
4111,0.212589435634328,0.534314015858209,0.643424924224761,0.463456781966576,1304.687,2,2,6,3,9,6,4,6,5
4112,0.372979088785047,0.553658177570094,0.614345480028031,0.513668756327389,1469.33116666667,2,3,7,4,11,5,-1,1,5
4114,0.173547924440299,0.137115088619403,0.281425157379342,0.197369257675865,523.326916666667,1,3,7,2,11,3,-1,1,5
4115,0.655687383395522,1.49725443097015,1.25811016553975,1.13702673921492,3214.639,6,2,7,8,20,16,7,4,3
4119,0.118893682795699,0.216088172043011,0.38651747311828,0.240499775985663,619.058166666667,1,2,4,1,4,4,1,6,1
4120,0.0778654384328358,0.0712300606343284,0.106975868500816,0.0853588029537505,253.920666666667,1,0,3,1,3,4,7,5,3
4123,0.627955023364486,0.937994158878505,0.828327960756832,0.798094735612491,2277.459,4,2,9,5,20,9,2,1,4
4124,0.254982859141791,0.353881996268657,0.367897295406855,0.325590672366887,926.47525,2,1,4,3,6,6,7,1,3
4128,0.210385494402985,0.25110645988806,0.867409652599674,0.44300019432569,1294.23808333333,5,1,9,4,17,8,7,3,5
4129,0.109164645522388,0.521521338619403,0.960527745395197,0.530438010104936,1505.19225,2,4,7,2,13,4,-1,6,4
4130,0.220444976635514,0.506553855140187,0.43958747956085,0.388866054045635,1085.43866666667,4,1,4,4,3,6,3,1,3
4131,0.116397621268657,0.500378847947761,0.577780018652367,0.398199455888068,1094.33416666667,2,1,4,3,6,4,-1,1,4
4133,0.0870593516791045,0.105539179104478,0.152677663791093,0.115094986397202,322.6705,1,1,4,3,6,5,2,1,5
4134,0.220422429906542,0.968597196261682,0.618951763606634,0.602658398878592,1711.63883333333,5,1,8,4,13,4,4,3,4
4135,0.391120219216418,0.624429570895522,0.562202727908603,0.525920326467159,1532.1145,4,1,8,3,11,7,3,1,3
4137,0.194372191011236,0.503147588951311,0.441761876901474,0.379765389716782,1078.51241666667,2,2,5,2,12,3,4,1,4
4138,0.280567056074766,0.578603154205607,0.649619364634431,0.502941281831633,1418.31966666667,4,0,6,3,11,8,5,1,5
4139,0.0260833722014925,0.0304223414179104,0.0266639076707857,0.0277231247570929,103.128333333333,2,2,7,1,10,2,-1,5,4
4140,0.273482943925234,1.07364345794393,0.978961457603364,0.775378475196636,2225.25825,4,2,7,5,13,8,5,6,4
4142,0.276675139925373,0.585755013992537,0.597031126136629,0.486495685969685,1398.07641666667,5,0,6,6,12,8,7,1,4
4143,0.376047663551402,0.910759345794393,1.27367238962859,0.853525854684215,2372.68208333333,4,1,6,5,13,12,-1,4,3
4144,0.166571711753731,0.526863922574627,0.502854977850315,0.398771628449281,1160.44383333333,2,3,7,5,13,5,4,1,5
4145,0.325228428171642,0.862392140858209,0.770501165772907,0.652716401088224,1830.9605,3,3,6,4,11,8,-1,1,3
4146,0.375756063432836,0.817466184701493,0.474104453252506,0.555769218810727,1574.16508333333,2,3,7,3,11,10,7,6,2
4147,0.208167327425373,0.480249067164179,0.57254068547447,0.420330858919549,1277.21325,3,1,6,5,9,7,7,6,2
4149,0.183474580223881,0.156584771455224,0.294388552110049,0.21148907889623,590.405083333333,1,1,8,4,8,6,4,1,5
4152,0.150736565420561,0.40491203271028,0.422087596355992,0.325919554551826,936.083583333333,3,1,6,2,10,5,7,4,5
4153,0.240774253731343,0.37266161380597,0.513948123105619,0.375805402254178,1065.69625,1,2,4,3,6,4,5,1,5
4156,0.235452803738318,0.472158644859813,0.493934127540294,0.400522467097578,1137.11083333333,2,2,4,2,6,2,7,1,4
4157,0.169519706156716,0.305930620335821,0.276634530193518,0.250696968519238,705.087,1,1,3,1,4,3,-1,1,4
4158,0.130563901869159,0.236341355140187,0.239732188740948,0.202215403784752,590.098916666667,1,3,7,2,11,3,-1,6,3
4159,0.153852102803738,0.35233738317757,0.349322704975473,0.285175726189549,822.973916666667,2,2,5,3,7,5,4,1,5
4160,0.442095848880597,0.970727378731343,0.987729540685474,0.800198834045861,2268.01175,4,2,10,7,16,10,3,1,5
4161,0.238082476635514,0.660371378504673,0.888129759402009,0.595550658048439,1764.66866666667,3,2,7,8,20,8,3,1,5
4162,0.193211834016393,0.634894595286885,0.318200256081946,0.382096772816529,1003.236,2,1,5,2,11,6,-1,4,4
4164,0.330383745335821,0.54209083488806,1.09887584518536,0.65715114652157,1866.02133333333,3,1,9,4,9,4,-1,3,4
4172,0.247862523320896,0.695262826492537,0.36558148752623,0.436230120481928,1234.99483333333,2,2,5,2,16,4,-1,6,2
4173,0.253528451492537,0.399198577425373,0.571772907437631,0.408179362611737,1165.29566666667,2,1,7,4,10,6,-1,6,4
4175,0.0911878498134328,0.1763828125,0.188300069946374,0.151959735717062,442.72225,1,2,7,3,7,5,7,6,4
4176,0.295244169776119,0.238608675373134,0.455780251806948,0.329887485425573,967.304833333333,1,2,5,1,10,2,4,1,5
4177,0.426316114738806,1.43119811100746,0.971354744695733,0.942958530897785,2635.14391666667,3,1,6,4,11,9,2,4,5
4178,0.733793027052239,1.01863724347015,1.42891909536022,1.06047842984843,3030.26691666667,4,3,8,3,14,6,-1,3,3
4179,0.18376609141791,0.248300606343284,0.3678715318256,0.266653944811504,742.908,1,2,5,4,7,6,5,1,5
4180,0.108429104477612,0.182514225746269,0.250173583585917,0.180377730275942,512.160666666667,2,1,8,7,14,9,1,4,4
4181,0.316886427238806,0.274347364738806,0.648808230356727,0.413365643218033,1116.74783333333,1,2,6,2,7,3,3,1,5
4182,0.467170009328358,1.02914260727612,0.947627185824201,0.814656937427128,2326.32141666667,3,1,8,4,13,9,-1,1,1
4184,0.381448111007463,1.03331634794776,0.772099557006295,0.728958025650991,2116.01233333333,4,1,6,8,14,12,7,5,2
4185,0.461791394589552,0.782556436567164,0.923505945441828,0.722633540614069,2048.039,3,2,7,4,13,8,-1,6,5
4187,0.11690135261194,0.35416161380597,0.423557589181627,0.298216595413914,850.5405,2,2,9,1,15,3,4,3,3
4188,0.103469799440299,0.367506413246269,0.218347633480998,0.229773727166731,726.0665,2,2,4,4,9,11,-1,4,-1
4189,0.278155666977612,0.839105527052239,0.644704826299837,0.587326467158958,1679.62758333333,7,2,5,4,8,8,-1,1,3
4190,0.138375116604478,0.247043843283582,0.568725460480298,0.31806762534007,895.676833333333,3,2,7,2,12,4,5,6,4
4191,0.196139342350746,0.623494053171642,0.500040335742597,0.439895919160513,1289.13041666667,2,3,5,3,5,5,7,1,4
4192,0.260905083955224,0.684734375,0.944735602704593,0.630149475320637,1825.54383333333,1,2,7,2,6,4,-1,3,5
4194,0.221978078358209,0.413087453358209,0.477353928654698,0.370814768752429,1027.37833333333,1,2,7,1,9,2,3,4,5
4195,0.25881191588785,1.13520981308411,0.499412403644008,0.631134452145472,1761.66383333333,3,2,6,4,16,6,7,1,3
4196,0.119278387850467,0.307725817757009,0.314226816164448,0.247082236585936,697.676583333333,2,1,4,3,4,3,7,6,2
4199,0.507853777985075,0.810607625932836,0.670628235019818,0.663030470268169,1871.49883333333,3,2,7,1,12,1,-1,6,5
4200,0.432368120335821,1.19992385727612,1.29454115178363,0.97563583365721,2769.43491666667,4,2,8,5,12,7,-1,1,5
4201,0.544439365671642,1.04281086753731,0.979114012590347,0.85546436066848,2396.02408333333,5,2,5,7,8,12,5,1,5
4202,0.308690531716418,0.448608092350746,0.345265213336442,0.3675195491644,1007.70625,2,2,4,4,6,6,-1,1,-1
4203,0.151725746268657,0.260808652052239,0.2691473536955,0.227230509133307,665.928166666667,1,1,7,2,7,3,-1,6,1
4204,0.34956296728972,0.651471261682243,0.578315814062135,0.526454053422631,1513.52066666667,2,1,5,1,7,3,7,6,5
4207,0.180162694552529,0.363771279182879,0.485870775589594,0.34327980870552,949.318083333333,2,1,8,5,11,6,4,1,5
4209,0.115219449626866,0.139072411380597,0.317643040335743,0.190654838709677,538.888,1,2,5,1,6,2,7,1,3
4211,0.427542444029851,0.90397119869403,0.918622989041735,0.750058647493199,2131.50891666667,3,2,6,4,12,5,-1,1,-1
4212,0.265615438432836,0.408256996268657,0.379684425273957,0.351187835211815,1003.51291666667,2,2,8,12,12,10,-1,1,5
4213,0.286939015858209,0.65166697761194,0.929124737701096,0.622600738437621,1774.41408333333,2,2,9,5,15,10,-1,6,3
4218,0.229482742537313,0.516696012126866,0.667911984145488,0.471378857364944,1331.90383333333,2,1,4,2,9,3,2,6,3
4219,0.133902751865672,0.190250699626866,0.258685940778736,0.194284803731053,575.530333333333,1,1,4,4,4,7,2,6,5
4221,0.171274720149254,0.487314598880597,0.402141175099091,0.353580606296152,1004.48325,5,1,5,4,7,7,3,1,5
4222,0.186512943097015,0.314764808768657,0.37446864070879,0.291921881072678,838.050916666667,3,0,4,1,6,2,2,1,4
4223,0.393218633395522,0.734201842350746,0.656796805782234,0.594743917605908,1653.3765,3,1,7,4,13,6,2,1,3
4224,0.320558294392523,0.589696144859813,0.451342676944639,0.453865508916751,1240.76458333333,1,1,4,2,8,6,-1,5,4
4225,0.384960820895522,0.685977611940298,0.668738517136862,0.579899222697241,1654.66633333333,4,2,7,5,11,9,-1,1,5
4226,0.287410214552239,0.436396571828358,0.613988109116344,0.445944694908667,1348.42758333333,2,2,5,4,8,9,-1,6,3
4229,0.30224265391791,0.510808652052239,0.69399848449522,0.502364827050136,1429.57108333333,4,0,6,5,12,12,-1,4,4
4231,0.376696595149254,0.819313316231343,0.818200512940079,0.671414885347843,1923.5745,6,0,4,8,10,10,-1,1,5
4236,0.645210704291045,1.13466208022388,0.865780018652367,0.881883015934707,2495.7525,4,2,10,5,14,7,-1,1,3
4237,0.393078387850467,0.959282827102804,1.01703153468816,0.789815279183864,2235.86708333333,2,1,8,2,12,3,-1,2,3
4238,0.306945229211087,0.777220015991471,0.644475079957356,0.576213441719972,1487.15958333333,5,2,6,5,9,12,-1,4,5
4240,0.194356904761905,0.428509166666667,0.496453463461081,0.373116300293627,1027.99608333333,3,1,6,6,11,13,-1,2,4
4241,0.308870918843284,0.974259794776119,0.874981813942644,0.719382938204431,1972.728,3,2,6,11,16,17,-1,1,-1
4242,0.326717583955224,0.441437616604478,0.415290860340406,0.394483637776914,1095.66766666667,2,1,3,3,4,4,7,6,4
4243,0.509904384328358,0.944228428171642,0.826622639309862,0.760256976292266,2255.64291666667,5,0,5,9,12,10,-1,1,-1
4244,0.29445848880597,0.415765508395522,0.666798904173467,0.459023785464438,1324.90358333333,3,1,6,6,9,12,5,1,5
4245,0.405972248134328,0.841025769589552,0.515529144322686,0.587503458997279,1655.41125,3,1,6,6,8,8,7,6,2
4246,0.204979944029851,0.274904267723881,0.28566460713453,0.255185308977847,714.923333333333,1,2,5,3,6,6,-1,4,3
4247,0.263331972947761,0.794861940298507,0.696247143856377,0.584822347454333,1615.28666666667,4,2,5,3,11,7,7,5,3
4251,0.101218400186567,0.126800722947761,0.078854394963861,0.102289350952196,282.113166666667,1,0,0,1,0,4,7,6,2
4253,0.360673041044776,0.623624416977612,0.665142457449289,0.549822269724058,1582.04975,6,0,5,4,10,13,7,1,4
4254,0.726167757009346,1.03144310747664,1.24684372810091,1.0015039716533,2804.57266666667,1,2,10,3,16,5,7,6,4
4255,0.318648087686567,0.405544193097015,0.556715085101422,0.426979207151185,1208.07533333333,1,2,5,4,6,7,4,1,5
4256,0.407167873831776,0.698951518691589,1.121902476057,0.742703488824858,2151.86125,4,2,9,4,16,7,3,1,5
4257,0.286547224813433,0.865395405783582,0.827993937980881,0.659991916051302,1842.672,2,2,7,3,14,10,-1,6,-1
4258,0.204656658878505,0.415204556074766,0.372729152067274,0.330866715987851,926.186166666667,2,1,5,1,7,3,7,6,4
4259,0.23962546641791,0.642399603544776,0.903063651200746,0.595053517294986,1676.91891666667,5,2,8,7,17,9,5,1,4
4263,0.160459071828358,0.231678404850746,0.227300303100956,0.206480878352118,595.26125,1,3,6,2,8,3,2,1,5
4265,0.0482320429104478,0.0483846781716418,0.0477491256703194,0.0481219199378158,127.316,1,3,7,2,15,4,2,6,3
4266,0.527719682835821,1.05919589552239,1.14184017253439,0.909603303536728,2603.39016666667,4,2,7,7,15,12,5,1,5
4268,0.582641907649254,0.721392490671642,0.863775355560737,0.722614224640498,2059.8465,4,2,9,5,14,7,3,1,5
4269,0.367291939252336,0.882703738317757,0.90332772716655,0.717788918308543,2056.41916666667,6,2,6,5,14,6,-1,2,2
4270,0.333506646455224,0.521032182835821,0.580400909302868,0.478321181500194,1368.59991666667,2,2,7,2,12,4,2,2,4
4271,0.188159514925373,0.340851912313433,0.442085800885987,0.323708278274388,919.495,2,2,8,4,14,6,4,1,5
4272,0.38978796728972,1.05227219626168,0.957810675075917,0.799969239155829,2308.71208333333,4,2,5,8,13,12,2,1,5
4273,0.413719682835821,0.491395405783582,0.534088482163675,0.479738748542557,1413.49983333333,1,1,5,1,6,3,1,6,3
4275,0.283071128731343,0.500334771455224,0.807254371648403,0.530241624562767,1512.118,2,1,2,1,3,2,-1,3,-1
